KO-1	KO-2	KO-3	N-1	N-2	N-3	OT1-2	OT1-3	OT1-4	SV40-3	SV40-4	SV40-5	WT-2	WT-3	WT-5
RP23-6C10.4	18	4	11	7	9	6	9	8	5	5	6	11	8	7	7
Armc10	308	540	649	590	594	663	639	947	449	691	560	337	520	632	504
Napepld	40	87	50	55	87	185	115	102	145	52	47	132	23	57	48
AC125343.2	0	0	0	0	0	0	0	1	4	0	0	0	0	0	0
Pmpcb	4262	3394	5019	3827	3367	2501	3027	3032	3494	3781	4431	3115	4105	4409	3343
AC125343.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dnajc2	36	29	53	45	61	62	29	73	27	29	36	31	66	81	19
Psmc2	12947	11513	15868	13396	10998	9776	11542	9127	12008	7945	13549	10955	13989	15238	11899
Slc26a5	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
Reln	2	41	0	96	0	0	0	4	10	0	7	0	0	5	41
AC113028.5	0	0	1	0	0	1	0	0	0	0	1	0	0	1	1
AC113028.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dnaja1-ps	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0
RP23-205D3.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC113028.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC113028.7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC113028.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm25459	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP23-143M9.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
n-R5s170	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP24-86E4.1	0	0	0	0	0	1	0	2	0	1	0	0	3	0	0
Orc5	2284	3251	5352	4853	3582	4810	4388	3513	3820	2431	3037	1687	2581	2692	2512
AC121548.2	32	12	27	27	25	4	21	30	10	7	18	15	42	16	16
Gm22887	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP24-324L19.1	21	5	1	6	0	1	33	0	3	0	3	33	1	0	4
RP23-258C13.1	1	4	2	10	0	0	4	4	3	3	12	4	6	4	3
Rpl17-ps5	23	6	16	22	29	22	18	9	17	8	15	8	11	17	5
Gm24512	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP24-324L19.2	33	99	64	90	31	70	33	23	43	36	36	25	42	48	16
RP24-324L19.3	1132	2583	1862	1729	548	818	502	433	669	1224	1190	1228	2336	2370	1373
RP24-324L19.4	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
Gm44363	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lhfpl3	3	0	2	1	31	5	1	0	0	0	0	1	0	0	0
RP23-211E12.1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
RP23-211E12.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP24-145D9.1	4	2	9	5	2	2	3	1	2	2	0	0	5	3	2
RP23-240A11.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm28022	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP23-443N7.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP23-443N7.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP23-443N7.2	631	810	696	1278	1296	1215	1885	1873	1272	1299	1607	1342	475	471	843
RP23-443N7.6	0	20	65	22	0	0	54	24	6	18	45	50	10	31	27
RP23-443N7.10	2	40	89	19	0	0	58	26	17	23	34	80	26	37	37
RP23-443N7.7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Kmt2e	209	234	493	893	783	1916	426	671	939	340	1280	930	193	141	457
Gm25219	7	0	0	0	3	0	0	0	0	0	0	0	0	0	0
Srpk2	293	187	713	839	1301	915	371	1179	1075	88	355	205	275	405	196
Gm24009	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
RP23-110C17.1	1	13	2	0	0	0	7	3	7	1	4	0	0	0	0
RP23-110C17.2	13425	16539	17167	4894	2791	5203	12977	11634	14330	7027	6430	7632	16109	18431	10242
Mir3096	9	30	7	29	11	8	48	58	48	0	11	10	8	17	11
Pus7	203	659	705	306	197	189	208	237	187	7	57	12	296	427	118
Rint1	499	572	859	2062	1483	1825	1085	1023	1248	678	978	792	738	753	675
RP23-354E8.1	0	0	0	0	22	1	0	0	14	0	1	0	11	0	0
AC117663.2	0	0	0	0	7	0	4	0	0	0	3	1	0	1	0
Gm22054	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tomm7	2249	867	2188	1545	3043	942	1189	856	1353	858	1412	1241	1383	1668	828
RP23-354E8.2	108	175	355	224	180	239	114	173	110	114	89	228	97	285	101
Snord93	8	17	22	16	9	24	2	8	8	9	11	14	13	9	7
Fam126a	49	213	184	250	219	394	277	840	489	318	449	632	196	348	327
RP23-170E15.2	8	0	4	5	1	7	2	3	15	3	3	2	8	3	1
RP23-451E8.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Klhl7	0	193	125	457	448	560	189	470	529	76	277	277	71	0	164
RP23-451E8.2	78	51	84	64	73	56	158	107	155	79	135	126	40	52	61
RP23-451E8.7	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Nupl2	341	540	440	160	233	204	215	363	92	1062	515	183	679	518	325
RP23-451E8.1	2	2	2	1	0	0	1	0	0	0	0	0	1	0	1
RP23-451E8.8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP23-451E8.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC113055.8	0	2	0	1	0	0	5	1	0	0	0	1	2	2	1
Kcnh2	32	79	0	245	63	204	0	0	0	48	15	11	9	18	51
AC113055.5	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
Nos3	22	5	4	0	5	2	19	8	21	19	11	25	21	14	17
AC113055.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Atg9b	7	45	154	1	48	0	41	13	12	29	68	50	56	67	38
Abcb8	3276	4543	3814	3438	2740	3208	1819	1400	2006	3239	3143	3791	4761	3550	3373
Asic3	8	3	24	0	0	0	9	0	0	0	12	0	0	0	0
Cdk5	2679	2558	3057	2490	2209	2284	2421	1986	2520	3758	4328	4662	2492	2483	2261
Slc4a2	3683	4963	2036	5148	3651	5796	5170	3480	5083	5464	5841	6104	3771	2862	4388
Fastk	5120	6796	5313	6697	6017	6257	5375	4192	5485	8218	7288	7724	5680	4941	4152
Gm22333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tmub1	3746	2960	3663	5141	5010	4099	4616	2712	4211	4092	4570	5555	2903	2301	2426
RP24-239E2.2	9	1	5	14	19	2	0	12	3	0	0	1	3	6	0
RP24-239E2.1	0	2	0	0	0	1	0	0	0	0	0	5	0	0	0
Agap3	219	210	293	342	271	309	275	193	455	356	211	374	98	255	301
Gbx1	0	0	64	0	0	0	0	3	0	1	3	0	2	0	0
Asb10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4931409K22Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Abcf2	16391	23509	21516	20295	13852	17471	12522	7601	11567	11601	14097	11992	19325	17858	9285
RP23-116G17.4	60	23	57	37	52	14	43	15	41	13	42	26	38	30	10
Chpf2	2202	4143	1962	3162	2066	3640	3719	3360	2820	6079	5938	3798	1681	1420	3018
Smarcd3	8	42	6	20	5	25	31	20	9	54	58	46	9	2	23
Mir671	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP23-116G17.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nub1	2015	3921	2786	5363	4614	6248	5451	5925	6168	2716	4749	5162	1426	1837	3423
RP24-365C2.2	55	51	9	28	193	183	202	105	119	26	48	119	11	10	57
Wdr86	0	14	0	0	2	2	15	5	5	0	0	0	46	0	0
Crygn	13	8	8	15	26	21	12	15	9	10	38	27	10	4	4
Rheb	1279	1173	1750	760	726	442	894	1297	555	1059	903	485	1188	1380	684
Gm25363	0	0	0	0	2	0	0	0	0	0	4	0	0	0	0
Prkag2	1585	2629	2190	1386	947	1069	1492	897	965	730	869	819	1197	1378	911
Prkag2os2	0	3	0	0	0	0	0	0	0	0	0	4	0	0	2
Prkag2os1	0	1	0	0	7	20	16	7	3	1	20	5	0	0	1
AC116151.1	0	0	0	10	0	0	0	0	0	0	0	0	2	0	3
AC116151.2	144	138	87	40	108	69	96	44	21	0	2	4	39	58	12
RP24-84G9.2	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0
Gm26051	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Galntl5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm26356	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Galnt11	113	145	52	126	167	146	58	238	75	308	162	104	150	107	170
E130116L18Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Kmt2c	98	169	266	680	420	1028	73	338	562	131	220	291	107	48	135
RP23-171F16.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Hspe1-ps3	1	0	10	1	4	1	2	1	5	0	0	1	3	0	0
RP23-171F16.1	0	0	0	6	0	1	0	6	0	0	0	0	0	0	0
RP23-171F16.2	0	1	1	0	0	0	0	1	0	0	0	1	1	1	0
4831440E17Rik	6	28	0	96	39	15	3	11	0	0	1	15	2	1	3
Gm22656	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Cct8l1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP23-405O11.1	81	53	60	66	75	70	82	117	43	136	55	44	61	66	83
RP23-405O11.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP24-121I11.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP24-121I11.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP24-121I11.4	0	0	0	0	0	0	0	0	0	0	0	49	16	7	0
Xrcc2	616	841	393	249	342	740	335	281	577	391	591	551	1480	1279	631
RP24-121I11.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Actr3b	157	123	71	8	22	0	34	36	25	62	71	14	79	210	177
RP23-56M18.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP23-56M18.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP23-56M18.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP23-56M18.8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP23-56M18.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP23-56M18.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP24-162F23.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP24-162F23.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP24-162F23.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Speer4a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP24-162F23.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP24-162F23.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP24-162F23.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP24-162F23.7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP24-162F23.8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP24-362M8.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP24-362M8.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP24-535L6.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP24-165O21.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dpp6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP23-474A22.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC123063.1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
AC129015.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP23-478E6.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP23-478E6.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Speer4b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC122221.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Paxip1	344	438	543	97	52	276	160	202	454	392	191	274	329	555	317
RP23-397C5.2	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
RP23-397C5.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Htr5a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP23-397C5.5	1	2	2	0	0	0	2	2	2	0	1	1	0	4	0
RP23-397C5.4	2	3	1	1	2	0	1	0	1	2	0	0	0	4	0
RP23-256A5.2	0	1	1	7	0	3	1	7	6	0	1	3	0	2	1
RP23-256A5.3	0	0	0	0	4	0	0	0	0	0	0	0	1	0	0
RP23-256A5.4	0	0	0	0	0	0	0	2	27	0	3	0	0	0	0
Insig1	64	43	71	69	93	108	8	38	45	94	42	29	48	29	18
En2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP23-358F24.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cnpy1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rbm33	175	297	181	166	166	268	234	281	418	64	107	149	35	137	105
Shh	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP24-507K16.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm26894	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP23-94F17.1	58	33	53	21	13	8	17	20	26	27	24	35	76	85	32
RP23-94F17.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rnf32	0	26	102	52	84	85	0	23	0	0	1	0	0	5	0
AC159298.2	1	0	0	5	0	0	0	0	0	1	0	0	1	0	0
Lmbr1	52	247	97	142	102	301	0	101	28	141	110	114	29	75	62
RP23-396H16.2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
Gm23801	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP24-67A10.1	26	2	0	0	20	0	0	7	0	10	4	0	13	0	0
Nom1	1110	2290	1939	1193	970	1331	1484	2146	1014	1150	1183	521	994	1717	1024
Mnx1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm24538	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC164700.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ube3c	705	1130	1292	720	1021	1317	1004	1200	1556	266	597	1300	647	857	1074
RP24-224N3.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm26346	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP24-224N3.4	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0
Gm5129	11	2	2	4	10	0	17	10	8	5	5	7	4	1	4
Dnajb6	1134	2050	1872	1161	1336	1663	2447	2698	2290	1976	2272	1909	1429	1620	1980
RP24-224N3.8	27	31	25	20	13	18	12	17	10	7	21	11	19	22	23
RP24-224N3.9	0	1	1	2	0	1	1	0	2	2	0	0	2	0	0
RP24-176O2.1	3	3	8	9	0	11	6	2	4	12	10	14	10	7	17
RP24-176O2.2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP24-176O2.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP24-418J2.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Il6	7	5	0	0	8	0	0	0	0	0	0	0	2	0	0
Tyms	4769	2559	5088	539	505	280	1323	1063	1482	1039	1942	1343	6938	9507	3275
RP24-418J2.5	1	0	1	0	0	0	0	0	0	37	0	0	2	4	35
RP24-418J2.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gareml	0	1	0	0	0	0	0	0	0	0	0	0	10	11	0
Hadha	4517	6570	7780	6159	5298	7064	4339	4946	5674	5644	7316	6966	5031	5407	6136
Hadhb	3660	4049	4586	7119	5692	5746	5680	4591	4974	4054	6127	4326	3441	3910	4201
Mir1960	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Adgrf3	2	0	0	0	0	0	0	0	0	0	0	0	2	0	0
Ept1	908	1311	1667	1479	893	799	1203	1425	1243	1050	2816	1843	1545	1784	1054
AC175113.2	20	0	6	5	9	8	2	1	5	4	7	0	0	1	1
Drc1	298	480	374	315	394	597	81	0	49	114	47	86	24	152	0
WI1-2080J1.2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Otof	0	69	0	0	0	0	0	0	0	0	34	0	6	17	10
AC157761.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cib4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm25666	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP23-446J15.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP23-224J9.3	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0
Kcnk3	0	0	9	0	3	0	0	0	0	16	13	1	3	0	15
Slc35f6	2744	5026	1906	4119	2066	3294	1883	1899	2041	3471	3835	3674	3011	2238	3162
Mir5625	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cenpa	16790	6929	13816	1770	1770	1308	1091	1453	1525	6484	7255	7562	20233	22558	13023
Dpysl5	5	0	0	0	0	0	0	0	0	0	12	0	0	0	43
RP23-342N8.1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
Mapre3	85	139	210	61	148	47	113	198	86	350	253	183	73	36	204
RP23-342N8.2	0	0	38	5	1	13	1	46	32	0	1	0	0	1	0
AC109611.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tmem214	6604	11505	6043	8714	5692	8511	7222	6050	6252	9484	8943	6668	7439	6234	7681
RP23-113M20.5	70	72	11	16	18	25	77	62	32	47	6	20	29	34	50
Agbl5	1630	1019	1358	846	617	780	384	307	590	1102	1367	1212	1380	1091	1703
RP23-113M20.4	0	14	0	7	65	46	28	26	21	15	40	46	9	4	0
Ost4	3641	1812	3795	2611	4079	1708	2667	1647	2459	1876	2884	3161	2474	2427	1636
Emilin1	481	4878	695	5309	3272	5133	194	114	37	399	588	511	924	638	1260
Khk	1024	1523	1247	2892	2600	2144	771	723	1514	1707	2885	3066	1029	676	1365
Cgref1	2	1	0	0	0	0	0	0	11	9	10	14	0	0	0
Abhd1	15	25	23	13	25	18	18	7	17	49	22	35	18	8	13
Preb	9001	13450	10986	9558	8186	8908	8400	7678	8272	11599	11841	10600	9076	8076	9125
Tcf23	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
Slc5a6	1963	4548	2585	2271	1091	1901	1434	1662	1347	3106	2649	1790	1235	1108	1147
Atraid	4814	3031	5317	7543	9456	5517	4756	3153	4660	4498	6713	5825	3488	3382	3586
Cad	3026	5872	5000	3752	2528	4527	1710	1741	2377	4120	3938	1336	3820	3938	2371
Slc30a3	55	89	1	0	0	1	0	0	4	0	1	0	36	0	0
RP23-154K6.1	0	0	0	61	36	0	0	0	3	51	1	0	22	0	0
Dnajc5g	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Trim54	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC109608.8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ucn	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mpv17	2019	2295	2269	3029	2687	1964	2770	2082	2159	4054	4684	2843	2238	1726	2574
RP23-154K6.2	3	33	10	2	3	7	21	20	15	71	20	19	7	14	26
Gtf3c2	1365	2280	1785	2087	1408	2124	1558	1720	1257	2458	1926	1822	1916	1919	1846
Eif2b4	7295	7366	8867	9432	7979	8233	6983	4903	6837	5278	7566	5927	6842	6909	5449
Snx17	16882	20005	18577	28466	19478	23665	21644	13839	21246	22054	25372	22133	16052	13837	15886
Zfp513	552	1503	832	671	513	733	681	1041	448	2143	1373	908	888	656	1200
Ppm1g	2499	3020	3593	2157	1915	1818	1941	2042	1386	4357	1742	1413	4909	4490	1641
RP24-86I23.4	1	1	90	58	2	0	0	2	0	0	0	0	1	9	1
Gm9970	0	0	2	1	1	0	0	0	0	0	0	0	0	0	0
Nrbp1	14613	19165	16227	23674	16854	20218	22557	17870	20510	22111	25059	19254	14464	11316	14396
Krtcap3	971	464	1207	468	387	246	561	398	412	305	455	407	316	274	264
Ift172	791	1350	378	542	831	1347	1008	896	977	357	202	446	557	198	526
Fndc4	0	63	8	8	2	0	0	13	3	0	15	0	0	0	0
Gckr	0	0	0	0	0	0	0	67	228	0	73	0	22	0	15
RP23-383E21.3	0	0	1	1	0	1	0	2	0	1	0	0	1	0	1
RP23-383E21.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP23-383E21.4	11	0	0	0	0	0	0	0	0	0	0	2	1	0	0
Zfp512	2210	3273	3298	3775	3257	4779	4170	5675	4743	6430	5769	6338	2253	2317	2944
RP23-383E21.1	0	31	6	0	0	0	0	0	20	1	0	0	0	0	0
AC113276.3	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0
AC113276.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gpn1	5361	6019	6979	5751	5035	5060	5835	3811	4866	7267	6385	5686	5943	5090	4103
Supt7l	2359	2839	2621	1906	1828	2188	1770	2541	1885	2750	2726	2529	1985	1855	2922
Slc4a1ap	458	642	906	1146	877	1406	663	1629	735	663	1214	1011	518	580	752
RP24-80F7.3	3	2	0	0	3	8	0	4	0	0	5	3	0	6	0
RP24-80F7.5	108	504	0	18	29	13	24	37	55	0	14	40	114	78	123
RP24-80F7.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mrpl33	3397	1798	2975	2180	4049	1326	2580	1538	2599	1235	1783	1233	1968	2299	1041
RP24-80F7.7	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0
Rbks	1049	779	1358	939	968	548	772	654	930	599	1113	1078	733	763	754
Mir3473e	0	0	0	2	3	0	2	1	0	0	2	3	0	0	0
Bre	3644	2907	5364	3853	3093	3519	3095	2282	3775	3312	4137	4311	4071	3788	3268
RP24-80F7.8	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0
Gm24436	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP23-181I1.4	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0
RP23-181I1.1	0	1	0	0	0	0	0	0	0	0	0	0	0	6	15
RP23-415E17.1	5	8	0	0	16	0	0	0	4	22	70	7	3	13	1
Fosl2	647	1458	779	118	83	323	664	634	752	652	661	693	268	259	496
Gm26335	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP23-415E17.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Plb1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0
AC102372.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP23-262J12.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP23-262J12.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP23-262J12.1	258	380	443	1201	328	912	358	359	537	4	8	6	96	87	28
Ppp1cb	566	1358	877	1720	913	1413	814	1960	1217	261	1185	305	875	726	832
RP23-262J12.3	0	2	0	2	0	0	2	0	3	0	2	0	0	0	0
RP23-262J12.2	0	6	0	1	0	1	0	5	1	0	0	0	0	0	0
AC091274.2	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0
AC091274.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP23-149A1.7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP23-149A1.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP23-149A1.6	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Yes1	0	0	0	0	0	0	0	3	8	0	15	0	2	0	0
RP23-149A1.2	0	0	0	0	0	0	0	0	0	1	0	2	0	0	1
RP23-353M5.2	37	32	21	107	116	166	99	66	68	31	25	136	41	28	43
AC108773.2	1	12	43	15	18	21	42	22	11	10	11	5	2	27	7
Pisd	4465	6544	5405	4076	2620	3733	3534	2432	4317	3379	3658	3375	3577	3143	2771
RP23-118L1.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP23-353M5.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Prr14l	282	157	454	882	813	1208	285	404	807	263	568	544	219	135	255
RP23-118L1.4	0	0	0	0	0	0	0	0	26	0	0	1	0	0	9
RP23-118L1.5	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0
Depdc5	1176	1893	1188	2007	820	2564	1669	1465	1572	1042	1804	2410	1083	1580	1985
Gm24003	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP23-69J7.1	0	0	35	4	6	32	35	25	4	0	0	26	2	0	3
Ywhah	6685	5514	8179	3805	2780	2649	3275	3170	2543	5453	6554	4175	6596	7483	5604
RP23-69J7.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rpl35a-ps5	1	4	7	3	13	1	0	2	0	1	2	5	1	3	2
Slc5a1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC102594.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC102594.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Spon2	0	0	0	33	0	0	0	3	9	0	8	22	0	0	0
Ctbp1	852	542	913	1067	694	773	841	586	679	538	1132	772	577	808	334
RP24-406N3.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP24-118B12.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Maea	10815	12264	12002	11015	8395	10670	14392	11231	14958	13113	17341	17062	11755	11312	11587
Uvssa	41	91	139	183	212	418	167	96	206	268	334	208	158	96	177
Nkx1-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP24-94L5.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fam53a	461	391	354	739	710	607	532	650	448	1330	545	519	472	391	380
RP24-490D10.1	4	29	103	59	34	77	2	16	61	116	0	41	8	26	23
Slbp	10905	12075	16101	5763	3727	4649	12631	9953	10352	8872	13392	10851	15198	19564	14637
RP23-391P21.2	4	0	0	0	0	1	0	0	0	3	0	1	0	1	1
Tmem129	2471	3468	2820	3971	3101	3712	4219	2829	3279	4477	5525	4943	3757	3390	3924
Tacc3	6437	6031	5768	1071	416	735	1455	1053	1745	1475	1493	1090	12233	15435	7790
RP23-391P21.5	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0
RP23-391P21.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fgfr3	0	0	1	17	0	0	0	10	6	0	6	0	0	0	0
Letm1	433	476	660	421	338	412	455	489	568	1164	493	390	642	714	398
AC162898.6	7	6	4	10	17	6	7	8	7	1	6	3	1	3	4
RP23-391P21.3	0	0	7	0	0	0	0	0	0	0	0	0	1	1	0
Nsd2	242	463	404	48	117	140	107	263	244	262	168	210	181	417	301
Nelfa	5781	8206	6960	6236	4772	5446	7559	5299	6149	6480	6038	6062	6089	6238	5111
Mir7024	0	0	1	0	0	0	1	0	1	0	0	1	0	2	0
RP24-294K15.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP24-294K15.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC163329.3	1	0	0	1	0	0	0	0	0	0	1	1	4	0	0
RP24-294K15.7	1	0	0	0	0	0	0	1	0	0	1	1	1	2	0
Nat8l	11	83	0	0	0	0	0	0	0	0	1	0	6	16	17
Poln	9	4	23	1	0	3	0	1	0	0	80	2	2	48	31
RP23-60E7.2	0	0	1	0	0	0	0	0	1	0	0	0	2	0	1
RP23-60E7.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP23-60E7.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
